symbol,timestamp,open,high,low,close,adj_close,volume,source,ingestion_time
TSLA,2025-01-02 14:30:00+00:00,179.00174846383555,181.3717899775041,176.87330623023166,179.22349945019965,179.22349945019965,3737219.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-02 15:30:00+00:00,178.40911536366352,181.7896170271503,176.9138054924571,179.791164226463,179.791164226463,1830523.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-02 16:30:00+00:00,179.58730110033153,181.2648388221643,178.54218414345362,179.525909005289,179.525909005289,6409865.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-02 17:30:00+00:00,179.59136605593176,180.5954792341919,178.35680099701466,179.74748803982664,179.74748803982664,7716022.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-02 18:30:00+00:00,179.6963613732562,181.55646458573136,177.73751940741744,179.9985491727487,179.9985491727487,11499753.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-02 19:30:00+00:00,180.0140989478764,180.878004187265,178.37358557335884,178.61124780548036,178.61124780548036,15488188.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-02 20:30:00+00:00,178.9535250407917,179.8279312322711,177.589543157025,178.97876122620747,178.97876122620747,11762935.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-02 21:30:00+00:00,178.81045486452618,179.9444545971083,177.43762910655002,178.2973049846666,178.2973049846666,16036901.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-02 22:30:00+00:00,178.53053972936684,179.84772302836936,176.90673632124054,177.42105137394688,177.42105137394688,13975758.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-02 23:30:00+00:00,177.20252502230989,178.8277537132106,175.71417773058792,178.22383240109835,178.22383240109835,1993647.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-03 00:30:00+00:00,178.19587480793956,179.7556056215115,175.18688952007443,177.0866119892329,177.0866119892329,11929616.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-03 01:30:00+00:00,176.8901940259146,178.63042987235335,174.94101586870772,175.9735229434381,175.9735229434381,5023038.0,sample,2026-09-24 19:05:19.564596+00:00
TSLA,2025-01-03 02:30:00+00:00,175.80723726681143,176.93681179565056,174.2102252937473,175.39104296276923,175.39104296276923,3730951.0,sample,2026-09-24 19:05:19.564596+00:00
