symbol,timestamp,open,high,low,close,adj_close,volume,source,ingestion_time
NVDA,2025-01-02 14:30:00+00:00,89.28757549926397,89.87469085379982,88.6716882971521,89.47792540556262,89.47792540556262,12821882.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-02 15:30:00+00:00,89.64178145798897,90.03105640901462,88.53961337851825,89.33232450716596,89.33232450716596,14272541.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-02 16:30:00+00:00,89.3283732516304,90.25315568598349,88.87627655209923,89.3222952832635,89.3222952832635,5948838.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-02 17:30:00+00:00,89.18622876341409,89.70491980578885,88.91644589171679,89.46722111984683,89.46722111984683,7293004.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-02 18:30:00+00:00,89.45729587996142,89.6083684808273,88.54061112140867,89.10217325754667,89.10217325754667,6861656.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-02 19:30:00+00:00,89.34761486162189,89.82959891632416,88.63079997612427,89.53083388560322,89.53083388560322,3789075.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-02 20:30:00+00:00,89.41210501237993,89.98735749105127,88.95259155755873,89.61323586163229,89.61323586163229,12096166.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-02 21:30:00+00:00,89.8036920684484,90.80699960256011,88.56970170031047,89.42698003550852,89.42698003550852,14781785.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-02 22:30:00+00:00,89.1907130139711,89.46429036006033,88.19882486975557,88.88636096831533,88.88636096831533,5840098.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-02 23:30:00+00:00,88.71275433168816,89.21123281667003,87.87242914551851,88.6531120344814,88.6531120344814,6381941.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 00:30:00+00:00,88.51531839505537,89.93909127760952,87.65919246963439,88.90626380486171,88.90626380486171,14978125.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 01:30:00+00:00,88.92344063907454,89.43372397182922,87.88157115933622,89.10429568287186,89.10429568287186,8047901.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 02:30:00+00:00,89.15120673608025,90.20188954838318,88.87269664366265,89.42468170942614,89.42468170942614,9618573.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 03:30:00+00:00,89.33597156495955,89.98575270054147,88.4305552471064,89.2444095375742,89.2444095375742,12359100.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 04:30:00+00:00,89.37414004480893,89.7453527522338,88.75797262002489,89.51950869892008,89.51950869892008,4982937.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 05:30:00+00:00,89.44973975494064,90.21628341331372,89.10284311648478,89.45364382445392,89.45364382445392,13616925.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 06:30:00+00:00,89.38440415601984,90.82895810785077,88.48324544945906,89.97712099004197,89.97712099004197,4860624.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 07:30:00+00:00,90.23502468426675,91.23327600083968,89.13404905583245,90.01654925449881,90.01654925449881,16683081.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 08:30:00+00:00,90.09578127678702,90.70985333370594,88.94900348886385,89.66354624012513,89.66354624012513,2393957.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 09:30:00+00:00,89.78706226441737,90.16601925362869,88.64339668229042,89.55598278231786,89.55598278231786,7048307.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 10:30:00+00:00,89.70466689219808,89.94554485235342,89.04773189628072,89.64264364404936,89.64264364404936,15240237.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 11:30:00+00:00,89.37759859907518,89.9986349939424,88.75560476444184,89.76269784762297,89.76269784762297,11326336.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 12:30:00+00:00,89.63074554359788,90.09566612728435,88.78765287368715,89.94889277088181,89.94889277088181,9983289.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 13:30:00+00:00,89.86153436989731,90.7314738086453,89.71939211676383,89.81841597990609,89.81841597990609,17679414.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 14:30:00+00:00,89.79608310318662,90.83558850371949,89.3693557085342,89.89464482144062,89.89464482144062,9066982.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 15:30:00+00:00,89.7909253096641,90.60343349563452,88.86529451217339,90.3219689440511,90.3219689440511,2854513.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 16:30:00+00:00,90.27266132663875,91.1788120025885,89.83978711806347,90.71160383010648,90.71160383010648,17043599.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 17:30:00+00:00,90.44624830927678,91.95307910282845,89.87850314660248,90.87659628912013,90.87659628912013,6770395.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 18:30:00+00:00,90.88215435218437,91.86998810792747,90.55493641813173,91.14445485457931,91.14445485457931,15683838.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 19:30:00+00:00,91.27902840561936,91.97878131722942,90.47016253490136,90.56636922065826,90.56636922065826,16292717.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 20:30:00+00:00,90.67397985909798,90.91599789973822,90.51121912161736,90.66868677564422,90.66868677564422,16947603.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 21:30:00+00:00,90.66802978388004,91.04075518718265,90.46228099437256,90.7090640913172,90.7090640913172,17977562.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 22:30:00+00:00,90.63726063036317,91.57201098747571,89.9809137613894,90.59170578765907,90.59170578765907,6981366.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-03 23:30:00+00:00,90.47913594601302,91.12254921575746,89.7595596826177,90.68140808118757,90.68140808118757,14459413.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-04 00:30:00+00:00,90.67159050497666,91.30391217028519,89.46313456701115,90.47099818294188,90.47099818294188,17688195.0,sample,2026-09-24 19:05:19.660933+00:00
NVDA,2025-01-04 01:30:00+00:00,89.98482822962961,90.54762113223573,89.36486132810853,90.40114251521332,90.40114251521332,16859026.0,sample,2026-09-24 19:05:19.660933+00:00
