symbol,timestamp,open,high,low,close,adj_close,volume,source,ingestion_time
TSLA,2025-01-02 14:30:00+00:00,179.22900150527832,179.41950240109574,177.10044962453935,179.21259807045973,179.21259807045973,13382640.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 14:35:00+00:00,179.08040691367174,181.40791658424763,177.79176623821002,179.5059438291667,179.5059438291667,5043258.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 14:40:00+00:00,179.63367301795427,181.46454753864603,179.45291786164677,179.8068257360788,179.8068257360788,10860894.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 14:45:00+00:00,180.19575378822054,180.5625077415256,179.24415088109248,180.12980309441974,180.12980309441974,14669760.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 14:50:00+00:00,179.91039070502265,181.49129835657618,179.36458014165305,180.50669340917676,180.50669340917676,10074644.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 14:55:00+00:00,180.23955942664483,182.1780097488851,178.7097539877055,180.53356665491174,180.53356665491174,3957768.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:00:00+00:00,180.42706246753858,182.79179640988718,179.96684998991356,180.86454685255694,180.86454685255694,1563754.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:05:00+00:00,180.9565014552261,183.0809128749199,179.37661610902595,181.6442606449552,181.6442606449552,6810921.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:10:00+00:00,181.68654411620648,183.90046661290503,179.58093127049176,183.00249915170585,183.00249915170585,5508891.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:15:00+00:00,182.9309431019551,184.69016285995133,182.5484539198108,182.90086477550227,182.90086477550227,9763412.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:20:00+00:00,182.88253944393045,184.54043181827697,181.11803416628237,182.31518309283086,182.31518309283086,17923614.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:25:00+00:00,182.23899788068022,183.95401397721184,180.77547439583518,181.2996760185809,181.2996760185809,3519690.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:30:00+00:00,180.70156858498999,181.7792987850491,179.82866860093617,181.50365705574723,181.50365705574723,12583460.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:35:00+00:00,181.47610305866786,183.58239592126876,179.79402944124627,181.39436339988168,181.39436339988168,7299419.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:40:00+00:00,181.5283864013435,183.57511133578416,179.76548861300446,182.5673897904091,182.5673897904091,6428180.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:45:00+00:00,182.52292380283615,182.8863790336884,181.38710126222574,181.6347592383238,181.6347592383238,4525606.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:50:00+00:00,182.00305074652385,184.05520486938786,180.23247806422165,181.27018017709426,181.27018017709426,4753714.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 15:55:00+00:00,181.3944248972651,181.6773148085848,180.1698504128101,180.63258914419777,180.63258914419777,17437021.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:00:00+00:00,180.94754505483624,181.82732582611126,178.8990369192772,180.78011102065147,180.78011102065147,8651418.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:05:00+00:00,181.09995542085653,182.7762911223502,179.88758063229076,180.65092206294045,180.65092206294045,8241020.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:10:00+00:00,181.01425607827284,183.09850053218423,178.36181441111233,180.05299222289946,180.05299222289946,12329921.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:15:00+00:00,180.07689070761762,180.94074771020234,177.89204092874246,179.63895330016436,179.63895330016436,16565805.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:20:00+00:00,179.63779962995807,182.06900574520344,177.70038343570224,180.3628866235397,180.3628866235397,16443613.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:25:00+00:00,180.89736264699238,182.64324455095917,179.8862354694912,181.28104163950837,181.28104163950837,11175213.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:30:00+00:00,181.07610343479485,182.19849108593615,179.51059094948235,181.7289385750723,181.7289385750723,14844127.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:35:00+00:00,181.7485422822675,183.83145995620595,180.37769214258154,182.22356340979843,182.22356340979843,10458577.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:40:00+00:00,182.31275634289415,182.9045473088071,180.48012761003827,182.6899505887294,182.6899505887294,8335571.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:45:00+00:00,182.7608643286995,184.61965769010166,181.37386313150594,182.28262235830087,182.28262235830087,9377593.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:50:00+00:00,182.93498562267047,183.4442996542873,180.2238699478941,182.28276904335027,182.28276904335027,8720773.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 16:55:00+00:00,182.27542820120416,183.43958679964365,179.87078873600325,181.5841477295325,181.5841477295325,7253377.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 17:00:00+00:00,181.0898346354922,183.32722897751205,180.68395844931064,182.08679469371668,182.08679469371668,5441929.0,sample,2026-09-24 19:05:19.566593+00:00
TSLA,2025-01-02 17:05:00+00:00,181.53461089887853,183.19726197002333,179.57423769480533,181.69434948294932,181.69434948294932,7548974.0,sample,2026-09-24 19:05:19.566593+00:00
